subject,count
"Raoul, Reign of (France)",706
Kory̆o Period (Korea),707
Koryŏ Period (Korea),708
"Middle Korean Language, Period of",709
"Shōhei Revolt, Reign of (Japan)",710
"Louis IV, Reign of (France)",711
"Otto I, Reign of (Germany)",712
"Otto I, Reign of (Holy Roman Empire)",713
"Ordoño III, Reign of (Leon)",714
"Romanus II, Reign of (Byzantine Empire)",715
"Antonines, Reign of (Rome)",716
Piast Period (Poland),717
"Mieszko I, Reign of (Poland)",718
"Germanic Rule, Period under (Italy)",719
"Nicephorus II Phocas, Reign of (Byzantine Empire)",720
"John I Tzimisces, Reign of (Byzantine Empire)",721
"Vladimir, Reign of (Kievan Rus)",722
"Otto II, Reign of (Holy Roman Empire)",723
"Basil II Bulgaroctonus, Reign of (Byzantine Empire)",724
"Ethelred II, Reign of (Great Britain)",725
"Trajan, Reign of (Rome)",726
"Otto III, Reign of (Holy Roman Empire)",727
"Capetians, Reign of (France)",728
Medieval Period (France),729
"Hugh Capet, Reign of (France)",730
"Boleslaus I, Reign of (Poland)",731
"Robert II, Reign of (France)",732
Modern Period,733
"Bourbons, Reign of (Spain)",734
"Modern Chinese Language, Period of",735
"Frederick IX, Reign of (Denmark)",736
"Elizabeth II, Reign of (Great Britain)",737
"Carl XVI Gustav, Reign of (Sweden)",738
Heisei Period (Japan),739
"Albert II, Reign of (Belgium)",740
Early Period (Buddhism),741
Kenmu Restoration,742
Personal Rule (Great Britain),743
Regency (France),744
Reign of Terror (France),745
Shunzhi (China),746
Taika Reforms (Japan),747
Warring States (China),748
1002-1024,749
1017-1035,750
1024-1039,751
1024-1125,752
1025-1034,753
1031-1060,754
1034-1040,755
1035-1047,756
1035-1063,757
1037-1065,758
1039-1056,759
1040-1058,760
1042-1066,761
1045-1522,762
1050-1500,763
1056-1106,764
1058-1079,765
1060-1108,766
1063-1094,767
1065-1109,768
1066-1087,769
1066-1154,770
1066-1485,771
1080-1375,772
1081-1118,773
1087-1100,774
1094-1104,775
1099-1244,776
1100-1135,777
1100-1400,778
1100-1500,779
1100-1550,780
1102-1138,781
1103-1130,782
1104-1134,783
1105-1154,784
1106-1125,785
1108-1137,786
1109-1126,787
1116-1131,788
1118-1143,789
1125-1137,790
1126-1157,791
1130-1139,792
1135-1154,793
1137-1180,794
1138-1146,795
1138-1152,796
1138-1254,797
1139-1185,798
1143-1180,799
1152-1190,800
1153-1165,801
1154-1166,802
1154-1189,803
1154-1216,804
1154-1399,805
1157-1158,806
1158-1214,807
1162-1196,808
1171-1193,809
117-138,810
1173-1177,811
1177-1202,812
1180-1223,813
1185-1204,814
1185-1211,815
1185-1333,816
1185-1600,817
1186-1196,818
1189-1199,819
1190-1197,820
1195-1203,821
1196-1197,822
1198-1208,823
1198-1215,824
1199-1200,825
1199-1216,826
1200-1919,827
1204-1318,828
1204-1669,829
1204-1715,830
1205-1458,831
1208-1214,832
1211-1223,833
1213-1276,834
1214-1217,835
1214-1249,836
1215-1250,837
1216-1272,838
1217-1252,839
1217-1263,840
1223-1226,841
1223-1248,842
1226-1270,843
1248-1279,844
1249-1286,845
1252-1284,846
1254-1273,847
1259-1286,848
1261-1282,849
1270-1285,850
1272-1307,851
1276-1285,852
1279-1325,853
1282-1328,854
1284-1295,855
1285-1314,856
1286-1319,857
1287-1355,858
1288-1918,859
1291-1327,860
1294-1347,861
1295-1312,862
1297-1708,863
1298-1308,864
1300-1600,865
1305-1314,866
1305-1333,867
1306-1329,868
1307-1327,869
1308-1313,870
1308-1342,871
1312-1350,872
1314-1316,873
1314-1347,874
1316-1322,875
1319-1343,876
1319-1363,877
1325-1357,878
1327-1377,879
1328-1341,880
1328-1350,881
1331-1371,882
1333-1336,883
1333-1370,884
1336-1387,885
1336-1392,886
1336-1573,887
1340-1375,888
1341-1391,889
1342-1382,890
1343-1382,891
1347-1378,892
1347-1768,893
1350-1364,894
1350-1369,895
1357-1367,896
1363-1388,897
1364-1380,898
1367-1383,899
1369-1379,900
1371-1390,901
1371-1393,902
1371-1707,903
1377-1399,904
1378-1400,905
1379-1390,906
1380-1422,907
138-161,908
1383-1385,909
1385-1433,910
1385-1580,911
1386-1434,912
1386-1572,913
1387-1395,914
1387-1437,915
1389-1403,916
1389-1404,917
1390-1406,918
1391-1425,919
1399-1413,920
1399-1485,921
1400-1410,922
1400-1442,923
1406-1437,924
1406-1454,925
1410-1412,926
1411-1437,927
1412-1416,928
1413-1422,929
1416-1458,930
1422-1461,931
1425-1448,932
1430-1913,933
1433-1438,934
1434-1444,935
14-37,936
1437-1460,937
1438-1439,938
1438-1481,939
1440-1493,940
1442-1707,941
1447-1492,942
1448-1453,943
1448-1481,944
1450-1600,945
1451-1481,946
1454-1474,947
1458-1479,948
1458-1490,949
1460-1488,950
1461-1483,951
1462-1505,952
1462-1605,953
1465-1468,954
1469-1637,955
1474-1504,956
1474-1570,957
1479-1516,958
1480-1603,959
1481-1495,960
1481-1512,961
1483-1485,962
1483-1498,963
1485-1509,964
1485-1603,965
1488-1513,966
1492-1501,967
1493-1519,968
1495-1521,969
1498-1515,970
1500-1600,971
1500-1700,972
1501-1506,973
1503-1513,974
1503-1550,975
1506-1548,976
1506-1555,977
1506-1797,978
1509-1547,979
1512-1520,980
1513-1521,981
1513-1542,982
1515-1547,983
1516-1556,984
1519-1556,985
1520-1566,986
1521-1557,987
1521-1564,988
1523-1533,989
1523-1534,990
1523-1560,991
1533-1584,992
1534-1559,993
1535-1714,994
1536-1798,995
1537-1559,996
1540-1810,997
1542-1567,998
1544-1556,999
1547-1553,1000
1547-1559,1001
1548-1572,1002
1550-1558,1003
1553-1558,1004
1555-1567,1005
1556-1564,1006
1556-1598,1007
1557-1578,1008
1557-1737,1009
1558-1603,1010
1559-1560,1011
1559-1588,1012
1560-1568,1013
1560-1574,1014
1562-1565,1015
1564-1576,1016
1565-1763,1017
1567-1592,1018
1567-1625,1019
1568-1603,1020
1571-1878,1021
1572-1573,1022
1572-1763,1023
1573-1574,1024
1574-1575,1025
1574-1589,1026
1574-1595,1027
1575-1586,1028
1576-1612,1029
1578-1580,1030
1583-1592,1031
1584-1598,1032
1585-1590,1033
1587-1632,1034
1588-1648,1035
1589-1610,1036
1589-1789,1037
1592-1599,1038
1592-1605,1039
1595-1603,1040
1597-1651,1041
1598-1605,1042
1598-1613,1043
1598-1621,1044
1600-1775,1045
1600-1868,1046
1603-1625,1047
1603-1649,1048
1603-1714,1049
1604-1611,1050
1605-1621,1051
1606-1607,1052
1610-1623,1053
1610-1643,1054
1611-1632,1055
161-180,1056
1612-1619,1057
1613-1645,1058
1619-1637,1059
1620-1691,1060
1621-1665,1061
1623-1640,1062
1624-1661,1063
1625-1649,1064
1629-1640,1065
1632-1648,1066
1632-1654,1067
1640-1656,1068
1640-1688,1069
1643-1715,1070
1644-1661,1071
1645-1676,1072
1648-1668,1073
1648-1670,1074
1648-1680,1075
1648-1687,1076
1649-1660,1077
1654-1660,1078
1656-1683,1079
1657-1705,1080
1658-1705,1081
1659-1850,1082
1660-1685,1083
1660-1688,1084
1660-1697,1085
1662-1722,1086
1665-1700,1087
1669-1673,1088
1669-1898,1089
1670-1699,1090
1674-1696,1091
1676-1682,1092
1682-1689,1093
1683-1706,1094
1685-1688,1095
1687-1691,1096
1688-1704,1097
1688-1713,1098
1689-1702,1099
1689-1725,1100
1695-1703,1101
1696-1697,1102
1697-1718,1103
1697-1733,1104
1699-1730,1105
1700-1735,1106
1700-1746,1107
1702-1714,1108
1703-1730,1109
1704-1709,1110
1705-1711,1111
1706-1750,1112
1711-1740,1113
1713-1740,1114
1714-1727,1115
1714-1796,1116
1715-1723,1117
1715-1774,1118
1718-1720,1119
1720-1751,1120
1723-1735,1121
1725-1727,1122
1727-1730,1123
1727-1760,1124
1730-1740,1125
1730-1746,1126
1730-1754,1127
1731-1735,1128
1734-1763,1129
1740-1741,1130
1740-1780,1131
1740-1786,1132
1741-1762,1133
1742-1745,1134
1745-1765,1135
1746-1759,1136
1746-1766,1137
1750-1777,1138
1751-1771,1139
1757-1773,1140
1759-1788,1141
1760-1820,1142
1762-1796,1143
1763-1784,1144
1763-1796,1145
1764-1795,1146
1765-1790,1147
1766-1808,1148
1768-1794,1149
1771-1792,1150
1773-1796,1151
1774-1789,1152
1774-1793,1153
1775-1783,1154
1777-1816,1155
1780-1790,1156
1782-1830,1157
1784-1821,1158
1786-1797,1159
1788-1808,1160
1789-1807,1161
1789-1809,1162
1790-1792,1163
1792-1804,1164
1792-1806,1165
1792-1809,1166
1792-1835,1167
1793-1794,1168
1795-1799,1169
1795-1806,1170
1796-1801,1171
1796-1802,1172
1796-1820,1173
1797-1815,1174
1797-1816,1175
1797-1840,1176
1798-1803,1177
1799-1815,1178
1801-1825,1179
180-192,1180
1802-1821,1181
1803-1814,1182
1805-1849,1183
1806-1808,1184
1808-1814,1185
1808-1815,1186
1808-1839,1187
1809-1818,1188
1810-1885,1189
1813-1833,1190
1814-1824,1191
1814-1830,1192
1814-1839,1193
1814-1866,1194
1815-1822,1195
1815-1860,1196
1816-1826,1197
1816-1840,1198
1816-1864,1199
1818-1844,1200
1820-1830,1201
1820-1850,1202
1821-1831,1203
1822-1889,1204
1824-1830,1205
1825-1855,1206
1828-1834,1207
1830-1837,1208
1830-1848,1209
1830-1851,1210
1831-1849,1211
1831-1865,1212
1832-1862,1213
1833-1868,1214
1834-1853,1215
1835-1840,1216
1836-1846,1217
1837-1870,1218
1837-1901,1219
1839-1848,1220
1839-1861,1221
1839-1876,1222
1840-1849,1223
1840-1861,1224
1844-1857,1225
1844-1859,1226
1848-1852,1227
1848-1863,1228
1848-1916,1229
1849-1890,1230
1850-1861,1231
1851-1860,1232
1852-1870,1233
1853-1861,1234
1853-1870,1235
1855-1881,1236
1859-1872,1237
1860-1918,1238
1861-1875,1239
1861-1876,1240
1861-1888,1241
1863-1879,1242
1863-1906,1243
1863-1913,1244
1865-1909,1245
1866-1914,1246
1867-1942,1247
1868-1875,1248
1868-1889,1249
1868-1912,1250
1870-1940,1251
1871-1888,1252
1872-1905,1253
1872-1907,1254
1873-1875,1255
1875-1885,1256
1875-1908,1257
1878-1960,1258
1879-1886,1259
1879-1892,1260
1881-1894,1261
1886-1887,1262
1886-1931,1263
1887-1918,1264
1888-1918,1265
1889-1908,1266
1894-1917,1267
1898-1948,1268
1901-1910,1269
1907-1950,1270
1908-1910,1271
1908-1912,1272
1909-1918,1273
1909-1934,1274
1910-1936,1275
1912-1926,1276
1912-1947,1277
1912-1949,1278
1913-1917,1279
1914-1918,1280
1916-1928,1281
1917-1936,1282
1918-1922,1283
1918-1943,1284
1921-1958,1285
1923-1930,1286
1926-1989,1287
1931-1939,1288
193-211,1289
193-235,1290
1934-1951,1291
1936-1952,1292
1939-1945,1293
1941-1979,1294
1950-1953,1295
1950-1973,1296
1951-1993,1297
217-218,1298
218 B.C.-414 A.D.,1299
218-222,1300
222-235,1301
235-238,1302
235-284,1303
238-244,1304
249-251,1305
260-268,1306
265-30 B.C.,1307
268-270,1308
270-275,1309
276-282,1310
284-305,1311
284-476,1312
30 B.C.-14 A.D.,1313
30 B.C.-476 A.D.,1314
30 B.C.-68 A.D.,1315
304-439,1316
30-600,1317
306-337,1318
306-363,1319
323-281 B.C.,1320
332 B.C.-640 A.D.,1321
337-361,1322
361-363,1323
364-375,1324
364-378,1325
37-41,1326
379-395,1327
379-455,1328
395-408,1329
395-423,1330
403-221 B.C.,1331
404-362 B.C.,1332
404-403 B.C.,1333
408-450,1334
414-711,1335
41-54,1336
425-1789,1337
425-455,1338
449-1066,1339
450-1100,1340
457-474,1341
474-491,1342
475-476,1343
479-431 B.C.,1344
491-518,1345
500-1500,1346
510-265 B.C.,1347
510-30 B.C.,1348
527-565,1349
54-68,1350
55 B.C.-449 A.D.,1351
565-578,1352
578-582,1353
582-602,1354
586 B.C.-210 A.D.,1355
598-515 B.C.,1356
600-1200,1357
60-53 B.C.,1358
610-641,1359
640-885,1360
641-668,1361
645-710,1362
650 B.C.-450 A.D.,1363
685-695,1364
69-79,1365
69-96,1366
705-711,1367
710-794,1368
717-741,1369
722-481 B.C.,1370
741-775,1371
750-1050,1372
753-510 B.C.,1373
774-887,1374
794-1185,1375
797-802,1376
79-81,1377
813-820,1378
814-840,1379
81-96,1380
826-961,1381
829-842,1382
840-877,1383
843-1517,1384
855-870,1385
866-910,1386
867-886,1387
871-899,1388
886-911,1389
887-962,1390
888-898,1391
898-922,1392
900-700 B.C.,1393
913-959,1394
919-936,1395
922-923,1396
923-936,1397
935-1392,1398
935-1500,1399
936-941,1400
936-954,1401
936-973,1402
951-956,1403
959-963,1404
960-1386,1405
960-992,1406
96-192,1407
962-1268,1408
963-969,1409
969-976,1410
972-1015,1411
973-983,1412
976-1025,1413
979-1016,1414
98-117,1415
983-1002,1416
987-1328,1417
987-1515,1418
987-996,1419
992-1025,1420
996-1031,1421
"Bourbon Restoration, 1814-1868 (Spain : Period)",1422
Since 1500,1423
Since 1700,1424
Since 1919,1425
Since 1947,1426
Since 1952,1427
Since 1973,1428
Since 1989,1429
Since 1993,1430
"Sonderbund, 1845-1847 (Switzerland : Period)",1431
"Three kingdoms, 220-265 (China : Period)",1432
To 250 B.C.,1433
