subject,count
Operation Grapple (Kiribati : 1956-1958),587
Operation Sandstone (Marshall Islands : 1948),588
Orangeburg Massacre (South Carolina : 1968),589
Oregon Irrigation Congress.Annual Session,590
"Orel, Battle of (Orlovskai︠a︡ oblastʹ, Russia : 1943)",591
Ōsaka Kikai Kōsakujo Strike (Japan : 1934),592
Österreichisch-Ungarische Polarexpedition,593
"Ostroleka, Battle of (Ostrołęka, Poland : 1831)",594
"Ostroleka, Battle of (Województwo Mazowieckie, Poland : 1831)",595
Pacem in Terris Convocation,596
"Pachuca, Battle of (Mexico : 1861)",597
"Pacific National Exhibition (Vancouver, British Columbia)",598
"Pakosław, Battle of (Radom, Poland : 1915)",599
Palmyra Massacre (Missouri : 1862),600
"Palmyra Massacre (Palmyra, Missouri : 1862)",601
Pan Am Flight 103 Bombing Incident (1988),602
Pan American Flight 806 Crash (American Samoa : 1974),603
Paneriai Massacres (Lithuania : 1941-1944),604
"Panipat, Battle of (Pānīpat, India : 1526)",605
"Panipat, Battle of (Pānīpat, India : 1556)",606
"Panipat, Battle of (Pānīpat, India : 1761)",607
"Panther Incident (Itajaí, Santa Catarina, Brazil : 1905-1906)",608
Paraguayan War (1865-1870),609
Paris Disputation (France : 1240),610
Paris Disputation (France : 1269),611
Paris Peace Conference (1910-1920),612
Paris Peace Conference (1919-1920),613
Partners in Mission Consultation (1977),614
Pastry War (1838-1839),615
"Pearl Harbor, Attack on (Hawaii : 1941)",616
Peary Arctic Expedition,617
Peary Relief Expedition,618
Peasant Uprising (Burma : 1930),619
Peasants' War (1524-1525),620
Peninsular War (1807-1814),621
"Periyapatna, Battle of (Piriyāpatna, India : 1799)",622
Persian Gulf War (1991),623
"Pilot Knob, Battle of (Missouri : 1864)",624
"Piqua, Battle of (Clark County, Ohio : 1780)",625
"Plassey, Battle of (Palāshi, India : 1757)",626
"Plataea, Battle of (Plataiai, Greece : 479 B.C.)",627
"Plattsburg, Battle of (Plattsburgh, New York : 1814)",628
"Plymouth, Battle of (North Carolina : 1864)",629
Polish-Teutonic Knights' War (1409-1411),630
Ponce Massacre (Puerto Rico : 1937),631
Pontiac's Conspiracy (1763-1765),632
Port Chicago Mutiny (California : 1944),633
Portella della Ginestra Massacre (Italy : 1947),634
Powder River Expedition (1865),635
"Praça da Sé, Battle of (São Paulo, Brazil : 1934)",636
"Praia, Battle of (Praia da Vitória, Azores : 1829)",637
"Preston, Battle of (Lancashire, England : 1648)",638
Proposed Invasion of England (1793-1805 : Napoleonic Wars),639
"Puca Urco, Battle of (Putumayo, Peru : 1933)",640
"Puebla, Battle of (Puebla de Zaragoza, Mexico : 1862)",641
"Punic War, 2nd (218-201 B.C.)",642
Pwllheli Disaster (Wales : 1899),643
"Pydna, Battle of (Pydna : 168 B.C.)",644
"Pyri︠a︡tyn, Battle of (Lʹvivsʹka oblastʹ, Ukraine : 1944)",645
Québec Campaign (1759),646
Queen Anne's War (United States : 1702-1713),647
RAGBRAI (Bicycle tour),648
"Rebellion, Jews (66-73)",649
Reconstruction (1914-1939),650
Reconstruction (1939-1951),651
Red River War (1874-1875),652
Rehoboth Basters Rebellion (Namibia : 1925),653
Resolis Riot (Scotland : 1843),654
Restitution and indemnification claims (1933- ),655
Review Conference of the Parties to the Treaty on the Non-proliferation of Nuclear Weapons,656
"Revolution (Caucasus, South : 1905-1907)",657
Revolution (Kingdom of the Two Sicilies : 1820-1821),658
"Revolution (Rio Grande do Sul (State), Brazil : 1923)",659
Revolution (Russia : 1905-1907),660
"Revolution of the Farrapos (Rio Grande do Sul (State), Brazil : 1835-1845)",661
"Rhode Island, Battle of (Rhode Island : 1778)",662
Riel Rebellion (1885),663
Rif Revolt (1921-1926),664
Riom Trial (France : 1942),665
"Rivas, Battle of (Nicaragua : 1856)",666
"River Raisin, Battle of the (Monroe, Michigan : 1813)",667
"Rivoli, Battle of (Rivoli Veronese, Italy : 1797)",668
RoboCup (Conference),669
Rock Springs Massacre (Wyoming : 1885),670
Ronchamp Mine Disaster (France : 1950),671
"Roosebeke, Battle of (Rozebeke, Belgium : 1382)",672
"Rosetta, Battle of (Egypt : 1807)",673
"Rossbach, Battle of (Merseburg-Querfurt, Germany : 1757)",674
"Rossini Opera Festival (Pesaro, Italy)",675
Roswell Incident (New Mexico : 1947),676
Russo-Finnish War (1939-1940),677
Russo-Japanese War (1904-1905),678
Russo-Polish War (1658-1667),679
Russo-Polish War (1919-1920),680
Russo-Swedish War (1788-1790),681
Russo-Turkish War (1736-1739),682
Russo-Turkish War (1768-1774),683
Russo-Turkish War (1806-1812),684
Russo-Turkish War (1828-1829),685
Russo-Turkish War (1877-1878),686
Ryder Cup (Golf tournament),687
"Saint Anthony's Italian Festival (Wilmington, Delaware)",688
"Saint Bartholomew's Day (Massacre of, France : 1572)",689
"Saint Fagans, Battle of (St. Fagans, Wales : 1648)",690
"Saint Lucia, Battle of (Saint Lucia : 1778)",691
"Saint-Denis, Battle of (Saint-Hyacinthe, Québec : 1837)",692
"Sainte-Foy, Battle of (Québec, Québec : 1760)",693
"Saint-Quentin, Battle of (Aisne, France : 1557)",694
"Salamis, Battle of (Greece : 480 B.C.)",695
Salem Raid (Virginia : 1863),696
San Fernando Earthquake (California : 1971),697
San Francisco Earthquake and Fire (California : 1906),698
"San Gennaro Festival (New York, New York)",699
"San Martino, Battle of (San Martino della Battaglia, Italy : 1859)",700
"San Pietro, Battle of (San Pietro Infine, Italy : 1943)",701
"San Romano, Battle of (Italy : 1432)",702
"Santa Cruz Massacre (Dili, Timor-Leste : 1991)",703
"Santa Gertrudis, Battle of (Ciudad Camargo, Tamaulipas, Mexico : 1866)",704
"Santa Inés, Battle of (Barinas, Venezuela : 1859)",705
"Santa Rosa, Battle of (Costa Rica : 1856)",706
"Santiago, Battle of (Santiago de Cuba, Cuba : 1898)",707
"Santiago, Battle of (Santiago de los Caballeros, Dominican Republic : 1844)",708
"Santomé, Battle of (Dominican Republic : 1855)",709
"Sardarabad, Battle of (Armavir, Armenia : 1918)",710
Satsuma Rebellion (1877),711
Scanian War (1675-1679),712
"Schirwindt, Battle of (Kutuzovo, Krasnoznamenskiĭ raĭon, Russia : 1914)",713
"Schism, The Great Western (1378-1417)",714
Schleswig-Holstein War (1848-1850),715
Schleswig-Holstein War (1864),716
Schmalkaldic War (1546-1547),717
Schweizerische Landesausstellung,718
Scottsboro Trial (Alabama : 1931),719
"Second Coalition, War of the (1798-1801)",720
Selma to Montgomery Rights March,721
Seminário de Professores de Direito Econômico,722
"Seminole War, 2nd (1835-1842)",723
"Seminole War, 3rd (1855-1858)",724
September 11 Terrorist Attacks (2001),725
Serbo-Bulgarian War (1885),726
"Sevastopol, Battle of (Sevastopolʹ, Ukraine : 1944)",727
"Seven Reductions, War of the (1754-1756)",728
Seven Years' War (1756-1763),729
Shanghai Trial (China : 1946),730
Sharpeville Massacre (South Africa : 1960),731
Shearers' Strike (Queensland : 1891),732
"Shimonita, Battle of (Shimonita-machi, Japan : 1864)",733
Shobashobane Massacre (South Africa : 1995),734
Sicilian Vespers (Italy : 1282),735
Siege of Ērakleion (Greece : 1648-1669),736
Siege of Jadidah (Morocco : 1562),737
Siege of Puebla de Zaragoza (Mexico : 1863),738
"Sievershausen, Battle of (Hannover, Germany : 1553)",739
Sikh War (1845-1846),740
"Silesian War, 2nd (1744-1745)",741
"Silk Workers' Strike (Paterson, New Jersey : 1913)",742
Sinai Campaign (1956),743
Sino-French War (1884-1885),744
Sino-Indian Border Dispute (1957-),745
Sino-Japanese War (1894-1895),746
Sino-Japanese War (1937-1945),747
Sino-Japanese War (1937-1945)Armistices,748
Sino-Japanese War (1937-1945)Peace,749
Sino-Vietnamese Conflict (1979),750
"Slave Insurrection (Charleston, South Carolina : 1822)",751
"Sleepy Lagoon Trial (Los Angeles, California : 1942-1943)",752
"Slivnitsa, Battle of (Slivnit︠s︡a, Bulgaria : 1885)",753
Somali-Ethiopian Conflict (1977-1979),754
Somali-Ethiopian Conflict (1979-),755
"Somme, 1st Battle of the (France : 1916)",756
South African War (1899-1902),757
Southampton Insurrection (1831),758
Southeast Pacific Expedition,759
"Spanish Succession, War of (1701-1714)",760
Spanish-American War (1898),761
Spanish-Moroccan War (1859-1860),762
"Spring Hill, Battle of (Maury County, Tennessee : 1864)",763
Springhill Mine Disaster (Nova Scotia : 1958),764
"Stalingrad, Battle of (Volgograd, Russia : 1942-1943)",765
"Stephenson, Fort, Ohio, Defense of (1813)",766
Stock Market Crash (1987),767
Stocznia Gdańska im. Lenina Strike (Poland : 1980),768
"Stones River, Battle of (Murfreesboro, Tennessee : 1862-1863)",769
"Stonewall Riots (New York, New York : 1969)",770
Stratford Festival (Ontario),771
"Suffolk Peanut Festival (Suffolk, Virginia)",772
Sullivan's Indian Campaign (1779),773
"Sunomata, Battle of (Sunomata-chō, Japan : 1181)",774
Svenska sydpolar-expeditionen,775
Swabian War (1499),776
Swedish-Polish War (1617-1629),777
Swedish-Polish War (1655-1660),778
Syrian War (192-188 B.C.),779
"Talavera, Battle of (Talavera de la Reina, Spain : 1809)",780
"Tampico, Battle of (Tamaulipas, Mexico : 1829)",781
"Tannenberg, Battle of (Poland : 1410)",782
"Tannenberg, Battle of (Stębark, Poland : 1914)",783
Tʻbilisi Massacre (Georgia : 1989),784
"Tenochtitlán, Battle of (Mexico City, Mexico : 1521)",785
"Textile General Strike (Mumbai, India : 1966)",786
"Textile Workers' Strike (Mumbai, India : 1982-)",787
"Textile Workers' Strike (Río Blanco, Veracruz-Llave, Mexico : 1907)",788
Thirty Years' War (1618-1648),789
"Thompson's Station, Battle of (Thompsons Station, Tennessee : 1863)",790
"Three Rivers Arts Festival (Pittsburgh, Pa.)",791
"Three Rivers Shakespeare Festival (Pittsburgh, Pennsylvania)",792
Tianjin Massacre (China : 1870),793
Tokyo Trial (Japan : 1946-1948),794
Toledo War (1835),795
"Torfou, Battle of (Pays de la Loire, France : 1793)",796
"Torreón, Battle of (Coahuila, Mexico : 1914)",797
Tortosa Disputation (Spain : 1413-1414),798
Trail of Tears (1838-1839),799
"Trautenau, Battle of (Trutnov, Czech Republic : 1866)",800
"Tre Cime di Lavaredo, Battles of (Italy : 1915-1917)",801
Trent Affair (1861),802
Triennale internazionale degli strumenti ad arco (Exhibition),803
"Trinidad, Battle of (Honduras : 1827)",804
"Tsaritsyn, Battle of (Volgograd, Russia : 1918-1919)",805
"Tucumán, Battle of (San Miguel de Tucumán, Argentina : 1812)",806
Turco-Italian War (1911-1912),807
Turco-Montenegrin War (1858),808
Turco-Polish War (1620-1621),809
Turco-Polish Wars (1683-1699),810
U.S. Army's Punitive Expedition into Mexico (1916),811
"Ulqin, Battle of (Ulcinj, Montenegro : 1880)",812
Umarian Jihad (1852-1863),813
"Union Station Massacre (Kansas City, Missouri : 1933)",814
"United Fruit Company Strike (Ciénaga, Magdalena, Colombia : 1928)",815
United States Darien Exploring Expedition (1870),816
Universiade,817
"Uprising (Bordeaux (Aquitaine), France : 1652-1653)",818
"Uprising of 1959 (Tibet Autonomous Region, China)",819
Uruguay Round (1987-1994),820
USAir Flight 427 Crash (Pennsylvania : 1994),821
"Utrecht, Union of (1579)",822
"Valverde, Battle of (Val Verde, New Mexico : 1862)",823
V-E Day (1945),824
Vellore Mutiny (India : 1806),825
Verona Trial (Italy : 1943-1944),826
"Vertières, Battle of (Haiti : 1803)",827
Victoria University of Wellington Antarctic Expedition,828
Vietnam Moratorium (1969),829
Vietnam War (1961-1975),830
Vietnam War (1961-1975)Evacuation of civilians,831
Vietnam War (1961-1975)Peace,832
"Villa Montes, Battle of (Villamontes, Bolivia : 1935)",833
"Vinegar Hill, Battle of (New South Wales : 1804)",834
Vinnytsia Massacre (Ukraine : 1937-1938),835
Vlorë Uprising (Albania : 1920),836
"Volkovysk, Battle of (Vaŭkavysk, Belarus : 1920)",837
Vserossīĭskai︠a︡ vystavka pechatnago di︠e︡la,838
Vystavka v pami︠a︡tʹ Otechestvennoĭ voĭny 1812 goda,839
"Wagram, Battle of (Deutsch-Wagram, Austria : 1809)",840
"Walworth County Fair (Elkhorn, Wisconsin)",841
War of the Pacific (1879-1884),842
War on Terrorism (2001-2009),843
"Ware Mutiny (Hertfordshire, England : 1647)",844
Wars of Liberation (1813-1814),845
Watergate Affair (1972-1974),846
"Waterloo, Battle of (Belgium : 1815)",847
"West Stanley Colliery Explosion (Derwentside, England : 1909)",848
"Westminster Conference (London, England : Puritans)",849
"Westport, Battle of (Kansas City, Missouri : 1864)",850
"Westport, Battle of (Missouri : 1864)",851
"Westray Mine Disaster (Plymouth, Pictou, Nova Scotia : 1992)",852
"Whitehall, Battle of (Seven Springs, North Carolina : 1862)",853
Whitwick Colliery Disaster (England : 1898),854
"Wilson's Creek, Battle of (Missouri : 1861)",855
"Winchester, 2nd Battle of (Virginia : 1863)",856
"Winchester, 3rd Battle of (Virginia : 1864)",857
WoodWorks (Washington),858
World Cup (Cricket),859
World Cup (Cricket),860
World Day of Prayer,861
World Food Conference,862
World War (1914-1918),863
World War (1939-1945),864
Wounded Knee Massacre (South Dakota : 1890),865
Wyoming Massacre (1778),866
"Yanacocha, Battle of (Peru : 1835)",867
Yokohama Trials (Japan : 1945-1949),868
"York Fair (York, Pennsylvania)",869
"York, Battle of (Toronto, Ontario : 1813)",870
"Ypres, 1st Battle of (Ieper, Belgium : 1914)",871
"Ypres, 2nd Battle of (Ieper, Belgium : 1915)",872
"Ypres, 3rd Battle of (Ieper, Belgium : 1917)",873
Yugoslav War (1991-1995),874
"Zacatecas, Battle of (Mexico : 1872)",875
"Zacatecas, Battle of (Mexico : 1914)",876
"Zacatecas, Battle of (Zacatecas, Mexico : 1914)",877
"Zbaraz︠h︡, Battle of (Ternopilʹsʹka oblastʹ, Ukraine : 1920)",878
"Zborov, Battle of (Zboriv, Ukraine : 1917)",879
"Zhengzhou, Battle of (Zhengzhou Shi, China : 1948)",880
Zip to Zap Riot (North Dakota : 1969),881
"Znaim, Battle of (Znojmo, Czech Republic : 1809)",882
"Zorndorf, Battle of (Sarbinowo, Poland : 1758)",883
Zulu War (1879),884
